Gender,10th board,10th marks,12th board,12th marks,Stream,Cgpa,Internships(Y/N),Training(Y/N),Any Backlogs?,Innovative Project(Y/N),Communication level,Technical skills(Y/N),Coding Score,Aptitude Score,Hackathons Count,Certifications Count,Placement(Y/N)?
Male,CBSE,59.1,CBSE,58.2,Civil,5.12,Yes,No,No,Yes,2,Yes,62,62,1,3,Placed
Female,Other,87.6,CBSE,70.2,Information Technology,8.82,No,Yes,No,Yes,4,Yes,78,78,3,2,Placed
Male,Other,35.0,State,42.4,Computer Science,4.91,Yes,Yes,No,Yes,3,Yes,32,44,0,1,Placed
Female,State,64.8,State,41.7,Mechanical,4.52,Yes,No,No,Yes,2,Yes,33,23,4,1,Placed
Female,ICSE,58.8,CBSE,60.1,Electronics,6.6,Yes,Yes,No,Yes,1,Yes,66,52,1,2,Placed
Female,CBSE,47.6,CBSE,43.3,Mechanical,6.5,Yes,Yes,No,Yes,2,Yes,26,57,2,0,Placed
Male,CBSE,49.5,State,41.7,Information Technology,6.18,Yes,Yes,Yes,Yes,4,Yes,65,44,0,3,Placed
Male,State,35.0,ICSE,35.0,Electrical,3.02,Yes,Yes,No,Yes,3,Yes,0,30,2,2,Placed
Male,State,53.5,CBSE,43.3,Electronics,6.45,Yes,No,No,Yes,4,Yes,57,50,1,1,Placed
Others,State,35.0,CBSE,35.0,Computer Science,3.63,Yes,Yes,No,No,3,Yes,23,10,4,3,Placed
Female,CBSE,35.0,ICSE,35.8,Information Technology,4.21,Yes,No,Yes,Yes,1,Yes,57,19,1,0,Not Placed
Male,Other,35.0,State,35.0,Civil,3.94,Yes,No,Yes,Yes,4,Yes,15,20,2,2,Not Placed
Female,ICSE,35.0,CBSE,35.0,Electrical,3.82,No,Yes,Yes,Yes,5,No,21,11,0,1,Not Placed
Male,State,63.5,ICSE,50.6,Electronics,7.31,No,No,Yes,No,1,Yes,30,45,0,2,Not Placed
Female,State,35.0,State,49.0,Electrical,5.12,Yes,No,No,Yes,2,Yes,37,41,4,1,Placed
Male,CBSE,70.7,State,63.4,Computer Science,5.75,No,Yes,No,No,4,Yes,51,55,0,0,Placed
Female,CBSE,62.7,Other,48.9,Information Technology,6.66,Yes,Yes,Yes,Yes,5,Yes,64,49,3,0,Placed
Male,CBSE,35.0,Other,35.0,Electrical,3.0,Yes,No,Yes,Yes,5,Yes,19,18,0,1,Not Placed
Female,CBSE,70.3,CBSE,49.4,Electrical,6.98,Yes,Yes,Yes,Yes,2,No,44,67,2,3,Placed
Female,CBSE,59.2,CBSE,40.9,Mechanical,7.22,Yes,Yes,No,Yes,4,Yes,43,67,1,0,Placed
Female,ICSE,54.6,CBSE,44.7,Electrical,5.19,Yes,Yes,No,Yes,4,Yes,33,41,4,0,Placed
Male,CBSE,71.6,CBSE,60.2,Computer Science,5.17,Yes,Yes,No,Yes,4,Yes,38,36,1,0,Placed
Male,State,57.7,CBSE,64.1,Electrical,6.5,Yes,Yes,No,No,3,Yes,55,34,0,2,Placed
Male,CBSE,57.7,CBSE,58.4,Information Technology,7.02,No,Yes,No,Yes,3,Yes,63,61,1,1,Placed
Male,CBSE,35.0,Other,37.7,Computer Science,3.48,Yes,Yes,Yes,Yes,4,Yes,23,8,3,0,Not Placed
Male,ICSE,37.7,ICSE,69.4,Computer Science,5.96,Yes,Yes,No,No,4,Yes,58,42,0,0,Placed
Female,State,85.1,State,71.2,Information Technology,10.0,No,Yes,No,No,3,Yes,79,77,0,2,Placed
Female,Other,90.4,State,81.8,Computer Science,8.48,Yes,Yes,Yes,No,3,Yes,80,79,3,1,Placed
Male,Other,68.7,CBSE,37.2,Information Technology,7.46,Yes,Yes,No,No,2,Yes,91,50,3,3,Placed
Male,CBSE,48.2,CBSE,44.1,Computer Science,6.95,No,Yes,No,No,3,No,63,47,0,1,Placed
Male,CBSE,94.2,CBSE,78.5,Computer Science,9.22,No,Yes,Yes,Yes,2,No,72,73,2,2,Placed
Female,ICSE,70.8,ICSE,69.6,Electronics,10.0,No,Yes,Yes,Yes,1,Yes,83,84,0,2,Placed
Male,Other,37.3,CBSE,72.9,Information Technology,5.52,Yes,Yes,No,Yes,4,Yes,22,45,2,4,Placed
Female,State,36.3,ICSE,41.9,Information Technology,5.64,No,Yes,Yes,Yes,4,Yes,32,53,0,3,Placed
Male,ICSE,52.8,State,57.7,Civil,5.93,Yes,No,No,Yes,4,Yes,33,18,0,2,Placed
Others,ICSE,94.2,CBSE,82.7,Electrical,9.61,No,Yes,Yes,Yes,5,Yes,74,94,2,1,Placed
Female,CBSE,35.0,CBSE,35.0,Civil,3.0,Yes,No,No,Yes,3,Yes,3,27,3,4,Placed
Male,State,64.4,State,36.6,Information Technology,5.89,Yes,Yes,No,Yes,3,Yes,49,28,0,0,Placed
Female,ICSE,35.0,Other,35.0,Civil,3.2,Yes,Yes,No,Yes,3,Yes,14,14,0,2,Not Placed
Male,State,67.5,State,44.9,Computer Science,6.26,Yes,Yes,Yes,Yes,3,No,57,65,0,0,Placed
Female,CBSE,41.8,CBSE,39.0,Computer Science,3.12,Yes,Yes,Yes,Yes,3,Yes,26,17,3,2,Placed
Male,CBSE,40.2,State,57.3,Information Technology,5.73,Yes,Yes,Yes,Yes,4,Yes,45,37,3,2,Placed
Female,CBSE,35.0,CBSE,35.0,Electrical,3.0,Yes,Yes,No,No,2,Yes,1,10,3,0,Not Placed
Female,CBSE,87.0,Other,38.6,Computer Science,8.32,No,No,Yes,Yes,3,Yes,63,62,1,0,Placed
Female,Other,71.3,State,90.9,Computer Science,9.02,Yes,Yes,No,No,3,Yes,64,78,0,2,Placed
Female,CBSE,41.5,State,41.7,Computer Science,5.09,No,Yes,No,Yes,2,Yes,39,49,0,2,Placed
Male,CBSE,54.3,State,80.8,Electrical,5.58,Yes,Yes,No,No,4,Yes,56,51,3,2,Placed
Male,CBSE,47.5,State,55.7,Mechanical,5.75,Yes,Yes,No,Yes,1,Yes,58,23,0,0,Not Placed
Male,State,50.2,CBSE,50.9,Computer Science,6.36,Yes,Yes,No,No,4,No,43,48,1,1,Placed
Male,State,49.5,CBSE,55.3,Electronics,5.16,Yes,Yes,Yes,Yes,2,Yes,49,51,1,3,Placed
Female,CBSE,82.8,CBSE,38.8,Electronics,6.02,Yes,Yes,No,Yes,1,Yes,67,67,1,4,Placed
Male,CBSE,75.2,Other,82.9,Mechanical,7.83,Yes,No,No,Yes,3,No,73,62,1,0,Placed
Female,CBSE,35.0,State,68.1,Computer Science,4.27,Yes,Yes,No,No,3,Yes,38,20,0,3,Placed
Female,State,35.0,CBSE,35.0,Electrical,4.79,No,Yes,No,Yes,4,No,48,29,1,1,Not Placed
Female,CBSE,92.8,ICSE,61.7,Information Technology,8.46,No,Yes,No,Yes,3,Yes,85,67,1,2,Placed
Male,Other,35.0,CBSE,35.0,Civil,3.0,No,Yes,No,Yes,5,Yes,42,29,3,0,Not Placed
Female,State,35.0,CBSE,35.0,Computer Science,3.56,No,Yes,No,Yes,4,Yes,4,10,2,2,Placed
Female,CBSE,51.2,CBSE,79.4,Information Technology,6.0,Yes,Yes,Yes,Yes,2,Yes,69,39,0,0,Placed
Male,State,66.9,State,63.2,Information Technology,7.11,Yes,No,Yes,Yes,2,Yes,60,57,0,2,Placed
Female,CBSE,57.0,State,64.5,Electronics,4.32,No,Yes,No,Yes,2,Yes,28,22,0,2,Not Placed
Female,State,38.4,State,43.1,Computer Science,5.19,No,Yes,No,Yes,3,Yes,41,27,0,2,Placed
Male,CBSE,46.3,State,43.6,Electrical,5.33,Yes,Yes,No,Yes,4,Yes,27,28,2,0,Placed
Male,State,35.0,CBSE,40.4,Computer Science,4.75,Yes,Yes,No,Yes,2,Yes,27,21,0,1,Placed
Male,ICSE,87.4,ICSE,76.4,Mechanical,5.76,Yes,Yes,No,Yes,3,No,46,47,0,2,Placed
Male,Other,37.0,CBSE,35.0,Electrical,4.04,Yes,Yes,No,No,4,Yes,22,39,1,2,Placed
Male,CBSE,46.2,ICSE,56.0,Electronics,4.66,Yes,Yes,Yes,No,4,Yes,51,22,2,1,Not Placed
Male,CBSE,36.2,State,35.0,Civil,3.94,No,Yes,No,Yes,3,Yes,36,23,1,0,Not Placed
Male,State,35.0,State,35.0,Mechanical,3.64,Yes,No,No,Yes,4,Yes,20,16,1,1,Not Placed
Male,Other,65.6,State,57.0,Information Technology,6.84,Yes,No,No,Yes,4,No,83,74,3,2,Placed
Female,Other,35.0,State,43.1,Electrical,5.89,No,Yes,No,No,5,Yes,60,39,1,3,Placed
Female,CBSE,57.3,CBSE,49.8,Computer Science,6.09,Yes,Yes,No,Yes,4,Yes,55,46,1,2,Placed
Female,CBSE,35.0,ICSE,39.6,Electronics,4.72,No,No,Yes,Yes,3,No,34,10,0,3,Not Placed
Male,State,46.9,CBSE,35.0,Civil,4.57,Yes,Yes,No,Yes,2,No,34,43,2,0,Not Placed
Male,CBSE,63.0,CBSE,42.0,Information Technology,8.88,No,Yes,No,No,1,Yes,61,52,1,3,Placed
Male,CBSE,82.3,State,66.7,Information Technology,10.0,Yes,No,No,Yes,2,Yes,97,85,0,2,Placed
Male,CBSE,35.0,State,35.0,Information Technology,3.0,Yes,No,No,Yes,2,Yes,5,7,0,1,Not Placed
Male,State,35.4,CBSE,35.6,Electrical,4.56,Yes,Yes,No,Yes,2,Yes,13,47,0,0,Not Placed
Female,Other,63.6,Other,62.0,Electrical,6.92,Yes,No,No,Yes,4,No,50,69,0,0,Placed
Male,Other,35.0,Other,37.0,Electronics,4.3,Yes,Yes,No,Yes,3,Yes,15,41,1,1,Placed
Female,CBSE,81.1,State,74.2,Mechanical,8.96,Yes,Yes,No,Yes,3,Yes,57,60,1,3,Placed
Female,State,46.7,State,35.0,Electrical,4.07,Yes,No,Yes,No,1,No,21,46,1,0,Not Placed
Male,ICSE,48.4,State,86.2,Computer Science,6.07,No,No,No,Yes,3,Yes,42,64,0,0,Placed
Male,CBSE,52.5,CBSE,64.8,Computer Science,3.84,Yes,Yes,Yes,Yes,4,Yes,22,47,1,3,Placed
Female,State,77.5,State,66.5,Civil,8.77,Yes,Yes,Yes,Yes,5,Yes,55,71,1,0,Placed
Male,CBSE,35.0,Other,35.0,Electrical,3.71,No,No,Yes,Yes,3,Yes,24,25,2,1,Not Placed
Male,CBSE,35.0,Other,82.4,Electrical,5.65,Yes,Yes,No,Yes,1,No,34,15,0,1,Not Placed
Others,CBSE,74.7,Other,52.9,Information Technology,8.36,Yes,Yes,Yes,Yes,1,No,60,65,2,2,Placed
Male,CBSE,35.0,CBSE,35.0,Computer Science,3.34,Yes,Yes,No,No,3,Yes,28,34,0,0,Not Placed
Female,State,67.2,CBSE,51.9,Information Technology,6.9,Yes,Yes,No,Yes,2,Yes,55,33,2,1,Placed
Others,CBSE,35.0,CBSE,35.0,Computer Science,3.0,Yes,No,Yes,Yes,4,Yes,0,15,0,0,Not Placed
Male,CBSE,35.0,State,35.0,Computer Science,3.0,No,Yes,No,Yes,2,Yes,13,21,1,0,Not Placed
Male,CBSE,79.7,CBSE,62.7,Civil,8.0,Yes,Yes,No,Yes,2,Yes,73,58,2,0,Placed
Male,ICSE,43.4,CBSE,35.0,Computer Science,3.28,Yes,Yes,No,Yes,4,Yes,34,21,2,1,Placed
Male,State,35.0,State,58.9,Electrical,5.32,Yes,Yes,No,No,2,Yes,25,28,1,0,Not Placed
Male,State,58.8,ICSE,41.0,Information Technology,7.33,No,Yes,Yes,Yes,5,Yes,40,54,4,0,Placed
Female,State,35.0,State,41.8,Electronics,5.15,No,Yes,No,Yes,5,Yes,27,23,3,1,Placed
Male,CBSE,61.4,ICSE,37.3,Computer Science,7.94,Yes,Yes,Yes,No,4,Yes,58,71,0,0,Placed
Male,CBSE,57.3,CBSE,35.0,Information Technology,5.66,Yes,Yes,Yes,Yes,3,Yes,57,50,2,2,Placed
Others,State,66.2,CBSE,47.5,Computer Science,8.22,Yes,Yes,Yes,No,1,Yes,26,42,2,0,Placed
Female,CBSE,79.3,ICSE,62.3,Other,9.25,Yes,Yes,Yes,Yes,3,Yes,58,63,0,2,Placed
Female,CBSE,71.4,State,73.3,Electrical,7.02,Yes,Yes,No,No,3,Yes,73,57,0,3,Placed
Male,State,88.3,State,75.0,Information Technology,8.01,Yes,Yes,No,Yes,2,Yes,76,71,4,2,Placed
Female,CBSE,76.7,CBSE,80.8,Computer Science,7.04,Yes,No,No,Yes,2,Yes,64,70,4,2,Placed
Male,CBSE,47.9,CBSE,37.4,Other,5.48,Yes,Yes,Yes,Yes,4,Yes,28,26,1,2,Placed
Male,State,90.5,State,78.8,Information Technology,6.98,Yes,Yes,No,Yes,2,No,80,67,0,1,Placed
Male,State,56.5,ICSE,46.1,Computer Science,6.8,No,Yes,Yes,No,4,Yes,29,50,0,1,Not Placed
Female,State,45.2,Other,35.0,Electronics,4.15,Yes,Yes,No,No,3,Yes,32,60,2,1,Placed
Male,State,40.8,State,35.0,Other,5.86,Yes,Yes,No,Yes,5,Yes,26,43,2,0,Placed
Male,State,85.0,State,72.6,Computer Science,7.1,Yes,Yes,No,Yes,4,No,67,73,1,1,Placed
Male,State,62.2,ICSE,61.0,Computer Science,7.11,Yes,Yes,No,Yes,2,Yes,49,59,0,0,Placed
Male,CBSE,100.0,State,89.4,Other,10.0,No,Yes,Yes,Yes,4,Yes,62,97,1,2,Placed
Female,CBSE,70.0,State,70.7,Computer Science,8.45,Yes,Yes,Yes,No,4,Yes,79,79,1,2,Placed
Female,State,65.0,Other,83.3,Computer Science,7.41,No,Yes,No,Yes,5,Yes,64,51,1,1,Placed
Female,CBSE,42.5,ICSE,35.9,Electronics,4.08,No,Yes,No,No,4,Yes,37,16,1,1,Not Placed
Male,Other,40.8,Other,59.5,Electrical,6.19,Yes,No,No,No,2,Yes,23,28,0,2,Not Placed
Male,ICSE,59.8,CBSE,47.8,Information Technology,6.52,Yes,Yes,No,Yes,2,No,34,49,1,0,Placed
Male,CBSE,67.5,State,50.9,Other,5.22,No,Yes,No,Yes,4,No,73,69,1,0,Placed
Male,CBSE,63.1,ICSE,69.5,Mechanical,8.0,No,No,Yes,Yes,5,No,67,69,1,2,Placed
Male,CBSE,69.7,CBSE,52.2,Computer Science,6.98,Yes,Yes,No,No,5,Yes,65,46,0,1,Placed
Female,CBSE,48.1,ICSE,62.4,Other,5.95,Yes,No,No,Yes,3,No,45,48,3,2,Placed
Male,CBSE,70.4,CBSE,66.4,Information Technology,5.86,Yes,Yes,Yes,Yes,4,Yes,58,73,3,0,Placed
Male,State,54.5,ICSE,35.0,Computer Science,4.48,No,Yes,Yes,Yes,3,Yes,35,22,1,0,Not Placed
Male,ICSE,77.6,State,90.9,Electronics,9.65,Yes,Yes,No,Yes,3,Yes,63,53,2,1,Placed
Male,State,35.0,CBSE,35.0,Information Technology,3.0,No,No,No,Yes,3,Yes,7,20,1,1,Not Placed
Male,CBSE,100.0,State,81.7,Computer Science,9.06,Yes,Yes,Yes,Yes,4,Yes,100,61,2,2,Placed
Female,CBSE,59.0,State,65.1,Computer Science,6.77,Yes,No,Yes,Yes,4,Yes,40,42,2,0,Placed
Female,State,67.5,State,62.2,Information Technology,9.92,Yes,Yes,Yes,Yes,3,Yes,46,69,1,3,Placed
Female,ICSE,69.4,State,70.3,Electrical,6.85,No,Yes,No,Yes,4,Yes,57,48,4,0,Placed
Male,ICSE,55.4,ICSE,60.9,Electronics,6.96,Yes,No,No,Yes,3,No,41,63,2,1,Placed
Male,Other,49.1,State,69.7,Other,6.45,Yes,No,No,Yes,4,Yes,55,83,5,2,Placed
Female,State,82.9,State,53.6,Computer Science,7.22,Yes,No,No,Yes,3,Yes,74,53,1,2,Placed
Male,State,38.2,CBSE,47.7,Computer Science,5.23,Yes,Yes,No,Yes,2,Yes,45,41,0,1,Placed
Female,CBSE,97.6,Other,50.4,Computer Science,9.01,Yes,Yes,No,Yes,2,Yes,60,65,0,0,Placed
Male,State,35.0,CBSE,53.4,Computer Science,4.49,Yes,Yes,Yes,Yes,4,Yes,33,28,2,3,Placed
Male,CBSE,76.2,State,35.0,Computer Science,7.53,No,Yes,No,Yes,4,Yes,25,39,3,2,Placed
Male,State,55.9,ICSE,59.8,Electrical,6.48,Yes,No,Yes,No,3,Yes,64,55,2,2,Placed
Male,State,82.7,CBSE,55.5,Electrical,6.93,Yes,Yes,Yes,Yes,3,Yes,60,58,1,1,Placed
Female,CBSE,68.1,State,66.1,Other,7.8,Yes,No,No,Yes,3,Yes,26,50,0,0,Placed
Male,CBSE,56.5,CBSE,67.2,Computer Science,6.37,Yes,Yes,No,No,4,Yes,23,34,0,2,Placed
Male,CBSE,80.4,ICSE,72.9,Electrical,7.82,No,Yes,No,Yes,3,Yes,63,37,0,2,Placed
Male,CBSE,38.3,State,75.2,Information Technology,3.0,Yes,Yes,Yes,No,1,Yes,41,34,2,2,Not Placed
Male,CBSE,72.6,ICSE,62.4,Computer Science,8.91,Yes,Yes,Yes,Yes,4,Yes,80,75,3,2,Placed
Female,CBSE,53.0,ICSE,35.0,Electrical,6.1,No,Yes,No,Yes,2,Yes,40,37,0,0,Not Placed
Female,CBSE,35.0,State,35.0,Mechanical,3.0,Yes,No,Yes,No,4,Yes,24,18,1,0,Not Placed
Female,CBSE,35.0,State,35.0,Computer Science,3.76,No,Yes,No,No,3,Yes,24,23,1,1,Not Placed
Female,Other,58.5,State,38.9,Information Technology,7.61,Yes,Yes,No,Yes,3,Yes,58,42,0,1,Placed
Male,CBSE,60.7,CBSE,43.8,Computer Science,7.42,Yes,Yes,No,No,4,Yes,55,48,1,1,Placed
Female,CBSE,80.4,State,90.0,Civil,10.0,Yes,No,Yes,Yes,2,Yes,76,77,4,3,Placed
Male,State,40.8,Other,35.0,Information Technology,3.87,Yes,Yes,No,No,4,No,32,14,2,0,Not Placed
Male,ICSE,53.0,State,37.5,Other,5.68,Yes,Yes,No,Yes,1,Yes,57,66,0,2,Not Placed
Female,State,35.0,CBSE,35.0,Computer Science,4.49,Yes,Yes,No,No,5,Yes,41,21,0,0,Placed
Male,CBSE,54.3,CBSE,38.8,Information Technology,5.04,Yes,Yes,No,Yes,2,Yes,29,39,1,1,Placed
Female,State,76.7,State,90.0,Information Technology,9.42,Yes,Yes,Yes,Yes,4,Yes,74,100,5,0,Placed
Male,State,35.0,CBSE,35.0,Electronics,3.0,Yes,Yes,No,Yes,1,No,33,20,2,1,Not Placed
Female,State,66.0,State,51.4,Information Technology,6.6,Yes,Yes,No,Yes,3,Yes,67,61,0,1,Placed
Female,State,75.6,State,63.9,Civil,7.39,Yes,No,Yes,No,4,Yes,47,76,0,1,Placed
Female,ICSE,56.5,State,59.7,Electrical,5.07,Yes,Yes,Yes,No,4,No,36,29,1,0,Not Placed
Female,ICSE,69.4,CBSE,76.1,Other,7.25,No,No,No,Yes,4,Yes,50,69,0,1,Placed
Female,State,35.0,State,37.3,Electrical,4.01,Yes,No,No,Yes,3,Yes,23,26,0,2,Not Placed
Male,State,83.2,ICSE,79.0,Electrical,9.69,Yes,Yes,No,Yes,4,Yes,67,72,0,1,Placed
Male,State,88.2,Other,88.7,Electronics,10.0,Yes,Yes,Yes,Yes,3,Yes,89,82,2,3,Placed
Male,ICSE,58.8,State,48.1,Electrical,6.6,Yes,Yes,Yes,Yes,3,Yes,25,43,0,0,Placed
Female,CBSE,87.0,CBSE,79.7,Information Technology,9.5,Yes,No,No,Yes,3,Yes,75,99,1,4,Placed
Male,Other,61.4,Other,35.0,Information Technology,4.03,Yes,No,Yes,Yes,2,Yes,39,38,2,2,Not Placed
Female,CBSE,58.3,State,67.7,Information Technology,6.1,No,Yes,No,Yes,4,Yes,42,60,0,2,Placed
Male,State,63.0,CBSE,76.3,Information Technology,9.45,Yes,No,Yes,Yes,5,No,69,67,3,0,Placed
Male,ICSE,74.4,CBSE,52.4,Computer Science,4.12,Yes,Yes,No,No,2,No,34,40,0,2,Not Placed
Female,CBSE,35.0,CBSE,35.0,Other,3.0,Yes,Yes,No,No,3,No,43,16,2,2,Not Placed
Male,State,39.9,CBSE,35.0,Information Technology,3.0,No,Yes,Yes,Yes,3,No,0,1,0,0,Not Placed
Male,CBSE,100.0,CBSE,72.7,Computer Science,8.52,Yes,Yes,No,Yes,3,Yes,88,96,3,0,Placed
Male,CBSE,55.2,Other,59.9,Electronics,4.02,Yes,Yes,Yes,Yes,1,No,22,39,1,1,Not Placed
Female,CBSE,49.8,State,54.9,Computer Science,6.43,No,Yes,Yes,Yes,4,Yes,29,50,2,1,Placed
Female,CBSE,38.4,State,35.2,Computer Science,3.2,No,Yes,Yes,Yes,5,Yes,12,17,1,0,Not Placed
Male,CBSE,58.9,ICSE,60.7,Computer Science,6.5,No,No,Yes,No,2,No,62,75,0,2,Not Placed
Male,Other,61.2,ICSE,42.6,Information Technology,4.03,Yes,Yes,No,Yes,5,No,47,36,1,0,Placed
Male,Other,37.9,ICSE,35.0,Information Technology,5.43,No,No,Yes,Yes,4,No,49,38,2,2,Not Placed
Female,CBSE,57.7,Other,54.2,Electrical,5.13,No,Yes,No,No,3,Yes,45,61,0,0,Not Placed
Female,State,37.4,State,35.0,Civil,4.63,Yes,Yes,No,Yes,3,Yes,21,22,3,3,Placed
Male,CBSE,50.8,Other,74.8,Information Technology,4.49,Yes,Yes,No,Yes,2,No,49,55,1,2,Placed
Male,CBSE,73.0,State,90.9,Information Technology,8.49,No,Yes,Yes,Yes,3,Yes,74,65,1,3,Placed
Male,CBSE,76.4,CBSE,70.2,Information Technology,6.53,No,No,No,Yes,3,Yes,46,54,0,3,Placed
Female,Other,66.8,State,35.0,Civil,5.81,Yes,Yes,Yes,No,4,Yes,56,39,0,3,Not Placed
Female,Other,62.0,State,64.4,Computer Science,6.38,No,Yes,No,Yes,4,No,69,38,1,0,Placed
Male,CBSE,44.2,Other,46.4,Computer Science,5.84,No,Yes,No,No,5,Yes,50,34,5,2,Placed
Male,CBSE,100.0,CBSE,97.6,Electrical,9.96,Yes,Yes,Yes,No,4,Yes,100,81,0,1,Placed
Male,CBSE,36.1,State,41.2,Information Technology,3.89,Yes,No,No,Yes,5,Yes,27,36,0,1,Placed
Female,State,74.4,CBSE,53.8,Computer Science,6.79,Yes,Yes,Yes,Yes,3,Yes,36,43,1,0,Placed
Male,State,58.1,CBSE,55.2,Computer Science,6.4,Yes,Yes,No,Yes,1,Yes,23,54,0,0,Placed
Female,CBSE,85.0,CBSE,45.2,Other,7.48,Yes,Yes,Yes,Yes,1,No,40,61,1,1,Not Placed
Female,ICSE,73.2,State,59.2,Electrical,8.24,Yes,Yes,Yes,Yes,3,Yes,65,61,1,1,Placed
Male,CBSE,55.2,ICSE,54.5,Civil,5.33,Yes,Yes,No,No,4,No,50,51,0,1,Not Placed
Male,Other,72.3,CBSE,68.9,Information Technology,5.89,Yes,Yes,No,Yes,3,Yes,61,46,2,2,Placed
Male,State,82.7,State,49.2,Electronics,7.3,Yes,Yes,No,No,2,Yes,54,70,3,3,Placed
Female,State,35.6,CBSE,35.0,Other,3.0,Yes,Yes,No,Yes,4,Yes,0,12,5,0,Placed
Female,ICSE,36.0,CBSE,35.0,Other,3.44,No,Yes,Yes,No,5,Yes,21,2,1,0,Not Placed
Female,ICSE,50.3,State,58.2,Computer Science,5.3,No,No,No,Yes,1,Yes,19,33,0,5,Placed
Male,CBSE,40.1,CBSE,54.7,Electrical,4.17,Yes,Yes,Yes,Yes,2,Yes,21,28,2,3,Not Placed
Male,CBSE,37.0,State,38.8,Computer Science,4.4,Yes,No,No,Yes,3,Yes,28,7,2,0,Placed
Female,Other,59.0,CBSE,67.6,Computer Science,7.26,No,No,No,Yes,3,Yes,45,70,1,0,Placed
Female,CBSE,58.8,CBSE,69.2,Mechanical,6.75,Yes,Yes,No,No,4,Yes,36,56,1,4,Placed
Male,CBSE,55.6,State,37.4,Information Technology,5.47,No,Yes,No,Yes,4,No,29,34,3,0,Placed
Female,State,35.0,State,35.0,Other,3.74,No,Yes,No,No,1,No,22,29,0,0,Not Placed
Female,ICSE,54.6,CBSE,62.5,Computer Science,6.19,No,Yes,No,Yes,3,No,51,53,0,0,Placed
Female,ICSE,35.0,State,35.0,Electronics,3.0,Yes,Yes,Yes,Yes,3,Yes,12,8,1,0,Not Placed
Female,Other,51.3,ICSE,35.0,Electrical,4.37,No,No,Yes,Yes,5,Yes,35,52,2,3,Not Placed
Female,State,59.7,State,45.2,Electrical,4.87,Yes,No,No,Yes,3,Yes,44,50,1,1,Placed
Female,CBSE,45.8,CBSE,74.7,Computer Science,7.02,No,Yes,No,No,5,No,59,61,2,0,Placed
Male,State,35.0,State,35.0,Information Technology,3.16,No,Yes,Yes,No,1,Yes,7,4,1,4,Not Placed
Male,ICSE,69.3,State,63.6,Mechanical,5.83,Yes,No,Yes,Yes,2,Yes,39,51,2,1,Placed
Female,CBSE,36.8,CBSE,35.0,Computer Science,4.21,Yes,Yes,No,Yes,3,Yes,16,28,0,1,Placed
Male,CBSE,44.2,ICSE,45.2,Other,3.25,Yes,No,Yes,Yes,5,Yes,21,19,0,2,Not Placed
Male,CBSE,62.1,Other,45.1,Electrical,10.0,No,No,No,Yes,3,Yes,60,48,1,1,Placed
Male,State,90.2,ICSE,59.2,Computer Science,10.0,No,Yes,No,Yes,4,No,85,67,4,3,Placed
Male,ICSE,35.0,ICSE,60.1,Computer Science,6.6,Yes,Yes,No,Yes,3,Yes,44,47,2,2,Placed
Female,State,49.2,State,54.4,Computer Science,4.43,No,Yes,Yes,Yes,2,Yes,19,26,1,2,Not Placed
Female,Other,76.4,State,50.5,Electrical,5.88,Yes,Yes,No,No,2,Yes,38,36,1,1,Placed
Male,CBSE,60.8,State,59.2,Computer Science,6.83,Yes,Yes,No,Yes,4,Yes,72,75,3,4,Placed
Male,Other,56.5,ICSE,81.1,Information Technology,7.15,Yes,No,Yes,Yes,5,Yes,62,61,1,2,Placed
Male,ICSE,94.4,State,80.7,Information Technology,9.31,Yes,Yes,Yes,Yes,3,Yes,80,76,0,1,Placed
Female,CBSE,57.2,CBSE,38.1,Electronics,3.93,Yes,Yes,No,Yes,2,No,30,34,1,0,Not Placed
Female,Other,59.4,CBSE,74.9,Computer Science,5.37,No,No,Yes,No,4,Yes,65,48,1,1,Not Placed
Male,CBSE,69.8,ICSE,71.4,Computer Science,9.3,Yes,Yes,Yes,Yes,2,Yes,75,59,3,2,Placed
Female,ICSE,78.9,CBSE,66.8,Other,8.67,Yes,Yes,No,No,3,Yes,75,76,0,1,Placed
Female,ICSE,35.0,State,35.0,Electrical,3.0,No,Yes,No,Yes,2,Yes,24,25,0,0,Not Placed
Female,ICSE,48.3,Other,41.9,Electrical,6.36,Yes,No,No,Yes,4,Yes,58,60,1,2,Placed
Female,State,77.9,State,72.9,Computer Science,9.15,Yes,Yes,Yes,Yes,4,Yes,67,74,0,2,Placed
Male,CBSE,80.7,Other,67.2,Information Technology,10.0,Yes,Yes,Yes,Yes,3,Yes,98,79,3,2,Placed
Female,State,59.5,State,64.2,Mechanical,8.07,No,Yes,No,Yes,1,No,57,64,2,0,Placed
Male,CBSE,49.3,CBSE,45.3,Computer Science,4.26,Yes,Yes,No,Yes,3,Yes,25,41,1,0,Placed
Female,ICSE,39.5,ICSE,45.7,Electrical,4.35,Yes,Yes,Yes,Yes,2,No,40,25,1,1,Not Placed
Female,ICSE,75.8,CBSE,93.3,Mechanical,9.96,Yes,Yes,No,Yes,3,Yes,76,100,1,0,Placed
Female,Other,71.7,State,69.0,Computer Science,6.38,Yes,Yes,No,Yes,2,No,53,55,2,2,Placed
Female,CBSE,36.3,CBSE,41.4,Electrical,3.17,No,Yes,No,Yes,5,Yes,23,39,0,1,Not Placed
Male,ICSE,58.6,CBSE,46.3,Other,5.96,No,Yes,Yes,Yes,4,Yes,65,43,0,0,Not Placed
